time,energy,gps,odo,speed,soc
1511437199000,56.569,52.081783294677734|5.124064922332764,88529.519,9,64
1511437200000,56.569,52.081783294677734|5.124064922332764,88529.522,6,64
1511437201000,56.569,52.08173751831055|5.124084949493408,88529.523,3,64
1511437202000,56.569,52.08173751831055|5.124084949493408,88529.524,1,64
1511437203000,56.569,52.08169937133789|5.124091625213623,88529.524,0,64
1511437215000,56.569,52.08169937133789|5.124091625213623,88529.524,1,64
1511437216000,56.569,52.08169937133789|5.124091625213623,88529.524,2,64
1511437217000,56.611,52.08169937133789|5.124091625213623,88529.525,7,64
1511437218000,56.611,52.08169937133789|5.124091625213623,88529.528,13,64
1511437219000,56.611,52.08169937133789|5.124091625213623,88529.531,15,64
1511437220000,56.611,52.08165740966797|5.124091625213623,88529.536,17,64
1511437221000,56.611,52.08165740966797|5.124091625213623,88529.541,14,64
1511437222000,56.611,52.081600189208984|5.124128341674805,88529.544,13,64
1511437223000,56.611,52.081600189208984|5.124128341674805,88529.548,11,64
1511437224000,56.611,52.08152770996094|5.124166488647461,88529.551,10,64
1511437225000,56.611,52.08149719238281|5.124183177947998,88529.553,9,64
1511437226000,56.611,52.08149719238281|5.124183177947998,88529.556,6,64
1511437227000,56.669,52.081443786621094|5.124209880828857,88529.557,5,64
1511437228000,56.669,52.081424713134766|5.124218463897705,88529.558,5,64
1511437229000,56.669,52.081424713134766|5.124218463897705,88529.56,9,64
1511437230000,56.669,52.08139419555664|5.124241828918457,88529.563,14,64
1511437231000,56.669,52.08139419555664|5.124241828918457,88529.568,18,64
1511437232000,56.669,52.08139419555664|5.124241828918457,88529.574,22,64
1511437233000,56.669,52.081336975097656|5.124276638031006,88529.578,24,64
1511437234000,56.669,52.081336975097656|5.124276638031006,88529.587,24,64
1511437235000,56.669,52.08125305175781|5.124263286590576,88529.593,21,64
1511437236000,56.669,52.081199645996094|5.124228477478027,88529.599,18,64
1511437237000,56.749,52.081199645996094|5.124228477478027,88529.603,14,64
1511437238000,56.749,52.081199645996094|5.124228477478027,88529.606,11,64
1511437239000,56.749,52.081077575683594|5.124103546142578,88529.609,9,64
1511437240000,56.749,52.081077575683594|5.124103546142578,88529.612,9,64
1511437241000,56.749,52.081077575683594|5.124103546142578,88529.614,5,64
1511437242000,56.749,52.08103942871094|5.123983383178711,88529.615,5,64
1511437243000,56.749,52.08103942871094|5.123983383178711,88529.616,4,64
1511437244000,56.749,52.08103942871094|5.123983383178711,88529.617,6,64
1511437245000,56.749,52.08103942871094|5.123896598815918,88529.619,10,64
1511437246000,56.749,52.08103942871094|5.123896598815918,88529.624,18,64
1511437247000,56.749,52.0810432434082|5.123855113983154,88529.63,25,64
1511437248000,56.813,52.0810432434082|5.123855113983154,88529.637,28,64
1511437249000,56.813,52.0810546875|5.123758316040039,88529.645,29,64
1511437250000,56.813,52.0810661315918|5.123673439025879,88529.653,29,64
1511437251000,56.813,52.0810661315918|5.123673439025879,88529.661,29,64
1511437252000,56.813,52.0810661315918|5.123673439025879,88529.669,27,63.2
1511437253000,56.813,52.08107376098633|5.123340129852295,88529.676,24,63.2
1511437254000,56.813,52.08106231689453|5.123231887817383,88529.682,22,63.2
1511437255000,56.813,52.08106231689453|5.123231887817383,88529.688,22,63.2
,56.813,52.081024169921875|5.123051643371582,88529.694,22,63.2
1511437257000,56.813,52.08100128173828|5.122976779937744,88529.7,20,63.2
1511437258000,56.853,52.08100128173828|5.122976779937744,88529.706,19,63.2
1511437259000,56.853,52.08095169067383|5.122835159301758,88529.711,17,63.2
1511437260000,56.853,52.08095169067383|5.122835159301758,88529.715,14,63.2
1511437261000,56.853,52.08095169067383|5.122835159301758,88529.719,11,63.2
1511437262000,56.853,52.08088684082031|5.122674942016602,88529.721,9,63.2
1511437263000,56.853,52.08087158203125|5.12262487411499,88529.723,7,63.2
1511437264000,56.853,52.08087158203125|5.12262487411499,88529.725,5,63.2
1511437265000,56.853,52.08084487915039|5.122560024261475,88529.726,4,63.2
1511437266000,56.853,52.08083724975586|5.122536659240723,88529.727,4,63.2
1511437267000,56.853,52.08082962036133|5.122516632080078,88529.728,2,63.2
1511437268000,56.853,52.0808219909668|5.122493267059326,88529.728,1,63.2
1511437269000,56.869,52.080814361572266|5.122481822967529,88529.729,0,63.2
1511437272000,56.869,52.080814361572266|5.122481822967529,88529.729,1,63.2
1511437273000,56.869,52.080814361572266|5.122481822967529,88529.729,0,63.2
1511437308000,56.869,52.080814361572266|5.122481822967529,88529.729,4,63.2
1511437309000,56.876,52.080814361572266|5.122481822967529,88529.731,10,63.2
1511437310000,56.876,52.080814361572266|5.122481822967529,88529.734,15,63.2
1511437311000,56.876,52.080814361572266|5.122481822967529,88529.74,17,63.2
1511437312000,56.876,52.080814361572266|5.122481822967529,88529.745,17,63.2
1511437313000,56.876,52.08074188232422|5.122326850891113,88529.748,17,63.2
1511437314000,56.876,52.08073043823242|5.122286796569824,88529.754,15,63.2
1511437315000,56.876,52.08073043823242|5.122286796569824,88529.758,14,63.2
1511437316000,56.876,52.0806884765625|5.122204780578613,88529.76,12,63.2
1511437317000,56.876,52.08066177368164|5.122171878814697,88529.764,9,63.2
1511437318000,56.876,52.08066177368164|5.122171878814697,88529.766,7,63.2
1511437319000,56.876,52.08060836791992|5.122105121612549,88529.767,5,63.2
1511437320000,56.908,52.08058166503906|5.122079849243164,88529.768,1,63.2
1511437321000,56.908,52.08056640625|5.122061729431152,88529.769,0,63.2
1511437358000,56.908,52.08056640625|5.122061729431152,88529.769,2,63.2
1511437359000,56.913,52.08056640625|5.122061729431152,88529.77,6,63.2
1511437360000,56.913,52.08056640625|5.122061729431152,88529.774,16,63.2
1511437361000,56.913,52.08056640625|5.122061729431152,88529.779,23,63.2
1511437362000,56.913,52.08049774169922|5.121886730194092,88529.785,29,63.2
1511437363000,56.913,52.08049774169922|5.121886730194092,88529.795,34,63.2
1511437364000,56.913,52.0804443359375|5.121803283691406,88529.805,36,63.2
1511437365000,56.913,52.0804443359375|5.121803283691406,88529.814,37,63.2
1511437366000,56.913,52.08031463623047|5.121663570404053,88529.826,38,63.2
1511437367000,56.913,52.08031463623047|5.121663570404053,88529.836,36,63.2
1511437368000,56.913,52.080169677734375|5.121483325958252,88529.846,36,63.2
1511437369000,57.069,52.080169677734375|5.121483325958252,88529.856,36,63.2
1511437370000,57.069,52.080020904541016|5.121319770812988,88529.866,36,63.2
1511437371000,57.069,52.07994842529297|5.121241569519043,88529.876,37,63.2
1511437372000,57.069,52.07994842529297|5.121241569519043,88529.886,38,63.2
1511437373000,57.069,52.079803466796875|5.121085166931152,88529.897,40,63.2
1511437374000,57.069,52.079734802246094|5.121003150939941,88529.908,41,63.2
1511437375000,57.069,52.079734802246094|5.121003150939941,88529.919,40,63.2
1511437376000,57.069,52.0795783996582|5.120831489562988,88529.93,37,63.2
1511437377000,57.069,52.0795783996582|5.120831489562988,88529.94,33,63.2
1511437378000,57.069,52.0795783996582|5.120831489562988,88529.948,27,63.2
1511437379000,57.074,52.079349517822266|5.120564937591553,88529.955,23,63.2
1511437380000,57.074,52.079280853271484|5.12049674987793,88529.961,18,63.2
1511437381000,57.074,52.079280853271484|5.12049674987793,88529.965,13,63.2
1511437382000,57.074,52.07915496826172|5.1203718185424805,88529.967,12,63.2
1511437383000,57.074,52.079132080078125|5.12029504776001,88529.973,15,63.2
1511437384000,57.074,52.079132080078125|5.12029504776001,88529.977,17,63.2
1511437385000,57.074,52.079078674316406|5.120244979858398,88529.981,17,63.2
1511437386000,57.074,52.079044342041016|5.1202216148376465,88529.987,15,63.2
1511437387000,57.074,52.079010009765625|5.120190143585205,88529.991,14,63.2
1511437388000,57.074,52.079010009765625|5.120190143585205,88529.994,15,63.2
1511437389000,57.074,52.07896041870117|5.120128154754639,88529.999,19,63.2
1511437390000,57.134,52.07896041870117|5.120128154754639,88530.006,26,63.2
1511437391000,57.134,52.07893371582031|5.120048522949219,88530.013,31,63.2
1511437392000,57.134,52.07893753051758|5.11998176574707,88530.023,34,63.2
1511437393000,57.134,52.07893753051758|5.11998176574707,88530.032,32,63.2
1511437394000,57.134,52.07899856567383|5.119790077209473,88530.041,30,63.2
1511437395000,57.134,52.07899856567383|5.119790077209473,88530.048,27,63.2
1511437396000,57.134,52.079097747802734|5.119579792022705,88530.056,24,63.2
1511437397000,57.134,52.07914733886719|5.119481563568115,88530.062,21,63.2
1511437398000,57.134,52.07914733886719|5.119481563568115,88530.067,17,63.2
1511437399000,57.134,52.07923126220703|5.11930513381958,88530.07,13,63.2
1511437400000,57.189,52.079261779785156|5.119235038757324,88530.073,7,63.2
1511437401000,57.189,52.079261779785156|5.119235038757324,88530.075,5,63.2
1511437402000,57.189,52.07929229736328|5.119143486022949,88530.076,6,63.2
1511437403000,57.189,52.07929229736328|5.119143486022949,88530.079,11,63.2
1511437404000,57.189,52.079307556152344|5.119104862213135,88530.083,17,63.2
1511437405000,57.189,52.079307556152344|5.119104862213135,88530.088,21,63.2
1511437406000,57.189,52.07933807373047|5.119046688079834,88530.095,24,63.2
1511437407000,57.189,52.079368591308594|5.118991851806641,88530.102,28,63.2
1511437408000,57.189,52.079368591308594|5.118991851806641,88530.11,31,63.2
1511437409000,57.189,52.079368591308594|5.118991851806641,88530.119,34,63.2
1511437410000,57.189,52.07951354980469|5.118806838989258,88530.129,35,63.2
1511437411000,57.351,52.07951354980469|5.118806838989258,88530.138,34,63.2
1511437412000,57.351,52.07951354980469|5.118806838989258,88530.148,34,62
1511437413000,57.351,52.079750061035156|5.118758201599121,88530.154,33,62
1511437414000,57.351,52.079830169677734|5.118748188018799,88530.166,34,62
1511437415000,57.351,52.079830169677734|5.118748188018799,88530.176,38,62
1511437416000,57.351,52.07998275756836|5.118666648864746,88530.187,42,62
1511437417000,57.351,52.07998275756836|5.118666648864746,88530.199,44,62
1511437418000,57.351,52.07998275756836|5.118666648864746,88530.212,46,62
1511437419000,57.351,52.08018112182617|5.118354797363281,88530.225,47,62
1511437420000,57.351,52.08024978637695|5.118229866027832,88530.238,47,62
1511437421000,57.351,52.08024978637695|5.118229866027832,88530.251,47,62
1511437422000,57.552,52.08040237426758|5.117968559265137,88530.26,47,62
1511437423000,57.552,52.080482482910156|5.117841720581055,88530.277,48,62
1511437424000,57.552,52.080482482910156|5.117841720581055,88530.29,48,62
1511437425000,57.552,52.08064270019531|5.117585182189941,88530.301,49,62
1511437426000,57.552,52.08072280883789|5.117455005645752,88530.318,50,62
1511437427000,57.552,52.080806732177734|5.117330074310303,88530.332,50,62
1511437428000,57.552,52.080806732177734|5.117330074310303,88530.344,49,62
1511437429000,57.552,52.08098220825195|5.117088317871094,88530.359,47,62
1511437430000,57.552,52.08107376098633|5.116966724395752,88530.372,47,62
1511437431000,57.552,52.08116149902344|5.116846561431885,88530.385,48,62
1511437432000,57.659,52.08116149902344|5.116846561431885,88530.397,48,62
1511437433000,57.659,52.081329345703125|5.116616725921631,88530.412,49,62
1511437434000,57.659,52.081329345703125|5.116616725921631,88530.425,50,62
1511437435000,57.659,52.081329345703125|5.116616725921631,88530.439,50,62
1511437436000,57.659,52.08158493041992|5.116246700286865,88530.448,50,62
1511437437000,57.659,52.08158493041992|5.116246700286865,88530.467,50,62
1511437438000,57.659,52.08158493041992|5.116246700286865,88530.481,51,62
1511437439000,57.659,52.08186340332031|5.115874767303467,88530.491,51,62
1511437440000,57.659,52.08186340332031|5.115874767303467,88530.51,51,62
1511437441000,57.659,52.08186340332031|5.115874767303467,88530.524,51,62
1511437442000,57.758,52.0821647644043|5.115541458129883,88530.535,51,62
1511437443000,57.758,52.082271575927734|5.1154398918151855,88530.552,51,62
1511437444000,57.758,52.082374572753906|5.115338325500488,88530.566,52,62
1511437445000,57.758,52.08247756958008|5.115238189697266,88530.579,52,62
1511437446000,57.758,52.08247756958008|5.115238189697266,88530.595,52,62
1511437447000,57.758,52.08269119262695|5.115041732788086,88530.61,52,62
1511437448000,57.758,52.08279800415039|5.114944934844971,88530.624,52,62
1511437449000,57.758,52.08279800415039|5.114944934844971,88530.638,52,62
1511437450000,57.758,52.083011627197266|5.114745140075684,88530.653,52,62
1511437451000,57.758,52.08312225341797|5.114645004272461,88530.667,52,62
1511437452000,57.758,52.08312225341797|5.114645004272461,88530.682,51,62
1511437453000,57.829,52.083335876464844|5.114446640014648,88530.691,51,62
1511437454000,57.829,52.083438873291016|5.114346504211426,88530.71,50,62
1511437455000,57.829,52.08354187011719|5.114250183105469,88530.724,50,62
1511437456000,57.829,52.08364486694336|5.1141533851623535,88530.737,48,62
1511437457000,57.829,52.08364486694336|5.1141533851623535,88530.75,45,62
1511437458000,57.829,52.08364486694336|5.1141533851623535,88530.762,43,62
1511437459000,57.829,52.083946228027344|5.113864898681641,88530.774,41,62
1511437460000,57.829,52.08403778076172|5.113778114318848,88530.785,40,62
1511437461000,57.829,52.08403778076172|5.113778114318848,88530.796,39,62
1511437462000,57.829,52.08420944213867|5.1136250495910645,88530.804,39,62
1511437463000,57.829,52.084293365478516|5.113551616668701,88530.818,39,62
1511437464000,57.778,52.084293365478516|5.113551616668701,88530.828,38,62
1511437465000,57.778,52.08445358276367|5.1134033203125,88530.837,37,62
1511437466000,57.778,52.08445358276367|5.1134033203125,88530.849,37,62
1511437467000,57.778,52.08460998535156|5.113259792327881,88530.859,38,62
1511437468000,57.778,52.08469009399414|5.113190174102783,88530.87,37,62
1511437469000,57.778,52.08469009399414|5.113190174102783,88530.88,37,62
1511437470000,57.778,52.08484649658203|5.1130499839782715,88530.89,36,62
1511437471000,57.778,52.08484649658203|5.1130499839782715,88530.9,36,62
1511437472000,57.778,52.08484649658203|5.1130499839782715,88530.91,36,62
1511437473000,57.778,52.0850715637207|5.112834930419922,88530.92,36,62
1511437474000,57.778,52.085147857666016|5.112768173217773,88530.93,36,62
1511437475000,57.799,52.085147857666016|5.112768173217773,88530.94,37,62
1511437476000,57.799,52.085296630859375|5.112633228302002,88530.951,38,62
1511437477000,57.799,52.08536911010742|5.112563133239746,88530.961,38,62
1511437478000,57.799,52.08544158935547|5.112491607666016,88530.972,38,62
1511437479000,57.799,52.08544158935547|5.112491607666016,88530.982,38,62
1511437480000,57.799,52.08559799194336|5.112345218658447,88530.993,38,62
1511437481000,57.799,52.08559799194336|5.112345218658447,88531.003,36,62
1511437482000,57.799,52.08575439453125|5.112201690673828,88531.013,35,62
1511437483000,57.799,52.08575439453125|5.112201690673828,88531.022,34,62
1511437484000,57.799,52.08575439453125|5.112201690673828,88531.031,32,62
1511437485000,57.817,52.085975646972656|5.111996650695801,88531.038,32,62
1511437486000,57.817,52.0860481262207|5.11193323135376,88531.05,36,62
1511437487000,57.817,52.0860481262207|5.11193323135376,88531.06,39,62
1511437488000,57.817,52.086181640625|5.111810207366943,88531.069,40,62
1511437489000,57.817,52.086181640625|5.111810207366943,88531.083,41,62
1511437490000,57.817,52.08633804321289|5.111668109893799,88531.095,42,62
1511437491000,57.817,52.08641815185547|5.111588478088379,88531.105,43,62
1511437492000,57.817,52.08650588989258|5.111505031585693,88531.118,43,62
1511437493000,57.817,52.08650588989258|5.111505031585693,88531.13,43,62
1511437494000,57.817,52.086673736572266|5.11131477355957,88531.142,42,62
1511437495000,57.932,52.086673736572266|5.11131477355957,88531.153,42,62
1511437496000,57.932,52.08683776855469|5.111111640930176,88531.165,40,62
1511437497000,57.932,52.08683776855469|5.111111640930176,88531.176,37,62
1511437498000,57.932,52.08683776855469|5.111111640930176,88531.186,35,62
1511437499000,57.932,52.08707046508789|5.1108198165893555,88531.192,33,62
1511437500000,57.932,52.0871467590332|5.110733509063721,88531.204,31,62
1511437501000,57.932,52.0871467590332|5.110733509063721,88531.212,30,62
1511437502000,57.932,52.0872802734375|5.110583305358887,88531.219,29,62
1511437503000,57.932,52.087337493896484|5.110508441925049,88531.228,27,62
1511437504000,57.932,52.087337493896484|5.110508441925049,88531.235,25,62
1511437505000,57.932,52.087425231933594|5.110334873199463,88531.242,24,62
1511437506000,57.888,52.087425231933594|5.110334873199463,88531.249,24,62
1511437507000,57.888,52.087467193603516|5.110145092010498,88531.256,25,62
1511437508000,57.888,52.08748245239258|5.110060214996338,88531.263,26,62
1511437509000,57.888,52.08748245239258|5.110060214996338,88531.27,28,62
1511437510000,57.888,52.087528228759766|5.109910011291504,88531.278,29,62
1511437511000,57.888,52.08756637573242|5.109838485717773,88531.286,31,62
1511437512000,57.888,52.08756637573242|5.109838485717773,88531.295,31,62
1511437513000,57.888,52.08767318725586|5.109708309173584,88531.301,32,62
1511437514000,57.888,52.087738037109375|5.109646797180176,88531.312,31,62
1511437515000,57.888,52.087799072265625|5.109583377838135,88531.321,31,62
1511437516000,57.888,52.087799072265625|5.109583377838135,88531.329,29,62
1511437517000,57.942,52.08792495727539|5.10945987701416,88531.337,28,62
1511437518000,57.942,52.08792495727539|5.10945987701416,88531.345,25,62
1511437519000,57.942,52.088043212890625|5.109344959259033,88531.351,22,62
1511437520000,57.942,52.08810043334961|5.109298229217529,88531.357,22,62
1511437521000,57.942,52.08810043334961|5.109298229217529,88531.363,20,62
1511437522000,57.942,52.08819580078125|5.109224796295166,88531.367,19,62
1511437523000,57.942,52.08824157714844|5.109188556671143,88531.373,17,62
1511437524000,57.942,52.08824157714844|5.109188556671143,88531.378,15,62
1511437525000,57.942,52.088314056396484|5.109121799468994,88531.381,14,62
1511437526000,57.942,52.088348388671875|5.109096527099609,88531.385,11,62
1511437527000,57.942,52.08837890625|5.109073162078857,88531.388,8,62
1511437528000,57.926,52.08837890625|5.109073162078857,88531.389,5,62
1511437529000,57.926,52.088417053222656|5.109029769897461,88531.39,2,62
1511437530000,57.926,52.08842468261719|5.109020233154297,88531.391,0,62
1511437549000,57.933,52.08842468261719|5.109020233154297,88531.391,3,62
1511437550000,57.933,52.08842468261719|5.109020233154297,88531.392,,62
1511437551000,57.933,52.08842468261719|5.109020233154297,88531.395,13,62
1511437552000,57.933,52.08842468261719|5.109020233154297,88531.4,19,62
1511437553000,57.933,52.08842468261719|5.109035015106201,88531.405,23,62
1511437554000,57.933,52.08845520019531|5.108994960784912,88531.413,26,62
1511437555000,57.933,52.08845520019531|5.108994960784912,88531.421,29,62
1511437556000,57.933,52.08849334716797|5.108961582183838,88531.425,30,62
1511437557000,57.933,52.08849334716797|5.108961582183838,88531.438,32,62
1511437558000,57.933,52.08849334716797|5.108961582183838,88531.447,32,62
1511437559000,57.933,52.08860778808594|5.108839988708496,88531.453,29,62
1511437560000,58.07,52.08864974975586|5.108795166015625,88531.462,26,62
1511437561000,58.07,52.08864974975586|5.108795166015625,88531.469,24,62
1511437562000,58.07,52.08871841430664|5.10869836807251,88531.475,22,62
1511437563000,58.07,52.08871841430664|5.10869836807251,88531.482,20,62
1511437564000,58.07,52.0887565612793|5.10858678817749,88531.487,18,62
1511437565000,58.07,52.0887565612793|5.10858678817749,88531.491,16,62
1511437566000,58.07,52.0887565612793|5.10858678817749,88531.496,15,62
1511437567000,58.07,52.08883285522461|5.108408451080322,88531.5,14,62
1511437568000,58.07,52.08885955810547|5.108348369598389,88531.504,15,62
1511437569000,58.07,52.08885955810547|5.108348369598389,88531.508,15,62
1511437570000,58.066,52.08890151977539|5.108226776123047,88531.512,16,62
1511437571000,58.066,52.088924407958984|5.108160018920898,88531.516,16,62
1511437572000,58.066,52.088924407958984|5.108160018920898,88531.521,18,62
1511437573000,58.066,52.088966369628906|5.108048439025879,88531.526,19,62
1511437574000,58.066,52.088985443115234|5.107991695404053,88531.532,20,62
1511437575000,58.066,52.088985443115234|5.107991695404053,88531.537,22,62
1511437576000,58.066,52.089019775390625|5.1078667640686035,88531.544,,62
1511437577000,58.066,52.08903121948242|5.10779333114624,88531.552,30,62
1511437578000,58.066,52.08903121948242|5.10779333114624,88531.561,32,62
1511437579000,58.066,52.08903121948242|5.10779333114624,88531.569,32,62
1511437580000,58.066,52.089176177978516|5.107791900634766,88531.578,31,62
1511437581000,58.173,52.089176177978516|5.107791900634766,88531.586,28,62
1511437582000,58.173,52.08952713012695|5.107581615447998,88531.594,26,62
1511437583000,58.173,52.08952713012695|5.107581615447998,88531.601,25,62
1511437584000,58.173,52.089656829833984|5.107638359069824,88531.608,23,62
1511437585000,58.173,52.089691162109375|5.107491493225098,88531.612,21,62
1511437586000,58.173,52.08974838256836|5.10731315612793,88531.619,18,62
1511437587000,58.173,52.08974838256836|5.10731315612793,88531.624,18,62
1511437588000,58.173,52.089847564697266|5.107023239135742,88531.628,18,62
1511437589000,58.173,52.089847564697266|5.107023239135742,88531.633,16,62
1511437590000,58.173,52.089908599853516|5.106884956359863,88531.638,14,62
1511437591000,58.173,52.089908599853516|5.106884956359863,88531.641,12,62
1511437592000,58.168,52.0899543762207|5.106911659240723,88531.645,11,62
1511437593000,58.168,52.08995819091797|5.106861591339111,88531.647,8,62
1511437594000,58.168,52.08995819091797|5.106861591339111,88531.649,6,62
1511437595000,58.168,52.08995819091797|5.106861591339111,88531.651,3,62
1511437596000,58.168,52.08998489379883|5.1067633628845215,88531.651,0,62
1511437610000,58.168,52.08998489379883|5.1067633628845215,88531.651,2,62
1511437611000,58.195,52.08998489379883|5.1067633628845215,88531.653,9,62
1511437612000,58.195,52.08998489379883|5.1067633628845215,88531.656,14,62
1511437613000,58.195,52.08998489379883|5.1067633628845215,88531.659,16,62
1511437614000,58.195,52.09000778198242|5.106925010681152,88531.665,17,62
1511437615000,58.195,52.08999252319336|5.106888294219971,88531.67,17,62
1511437616000,58.195,52.08999252319336|5.106888294219971,88531.675,17,62
1511437617000,58.195,52.089935302734375|5.106776714324951,88531.679,18,62
1511437618000,58.195,52.089935302734375|5.106776714324951,88531.685,21,62
1511437619000,58.195,52.089866638183594|5.106681823730469,88531.689,23,62
1511437620000,58.195,52.089866638183594|5.106681823730469,88531.698,28,60.8
1511437621000,58.195,52.089866638183594|5.106681823730469,88531.707,29,60.8
1511437622000,58.325,52.089786529541016|5.106446743011475,88531.713,28,60.8
1511437623000,58.325,52.089786529541016|5.106446743011475,88531.722,25,60.8
1511437624000,58.325,52.089752197265625|5.106194972991943,88531.729,23,60.8
1511437625000,58.325,52.089752197265625|5.106194972991943,88531.734,21,60.8
1511437626000,58.325,52.08974075317383|5.1059699058532715,88531.74,18,60.8
1511437627000,58.325,52.08974075317383|5.1059699058532715,88531.745,16,60.8
1511437628000,58.325,52.089725494384766|5.105774879455566,88531.749,15,60.8
1511437629000,58.325,52.089725494384766|5.105774879455566,88531.753,16,60.8
1511437630000,58.325,52.08967590332031|5.105675220489502,88531.758,20,60.8
1511437631000,58.325,52.08967590332031|5.105675220489502,88531.764,20,60.8
1511437632000,58.346,52.08967590332031|5.105675220489502,88531.769,19,60.8
1511437633000,58.346,52.089561462402344|5.1056365966796875,88531.774,17,60.8
1511437634000,58.346,52.08950424194336|5.105669975280762,88531.778,17,60.8
1511437635000,58.346,52.08950424194336|5.105669975280762,88531.783,16,60.8
1511437636000,58.346,52.08940124511719|5.105764865875244,88531.786,15,60.8
1511437637000,58.346,52.08940124511719|5.105764865875244,88531.791,13,60.8
1511437638000,58.346,52.08940124511719|5.105764865875244,88531.795,12,60.8
1511437639000,58.346,52.08932113647461|5.105909824371338,88531.797,12,60.8
1511437640000,58.346,52.08932113647461|5.105909824371338,88531.801,10,60.8
1511437641000,58.346,52.08931350708008|5.106013298034668,88531.803,8,60.8
1511437642000,58.346,52.089324951171875|5.10605001449585,88531.805,5,60.8
1511437643000,58.361,52.08932876586914|5.106080055236816,88531.806,3,60.8
1511437644000,58.361,52.08932876586914|5.106080055236816,88531.807,1,60.8
1511437645000,58.361,52.08932876586914|5.106106758117676,88531.807,0,60.8
1511437648000,58.361,52.089332580566406|5.1061015129089355,88531.807,0,60.8
